Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)
11233	-28.66805	-2.025125	-10.18099
11234	-28.66805	-3.972425	-9.590281
11235	-28.66805	-5.767066	-8.631025
11236	-28.66805	-7.340084	-7.340084
11237	-28.66805	-8.631025	-5.767066
11238	-28.66805	-9.590281	-3.972425
11239	-28.66805	-10.18099	-2.025125
11240	-28.66805	-10.38045	-3.97E-15
11241	-28.66805	-10.18099	2.025125
11242	-28.66805	-9.590281	3.972425
11243	-28.66805	-8.631025	5.767066
11244	-28.66805	-7.340084	7.340084
11245	-28.66805	-5.767066	8.631025
11246	-28.66805	-3.972425	9.590281
11247	-28.66805	-2.025125	10.18099
11248	-28.66805	0	10.38045
11249	-28.66805	2.025125	10.18099
11250	-28.66805	3.972425	9.590281
11251	-28.66805	5.767066	8.631025
11252	-28.66805	7.340084	7.340084
11253	-28.66805	8.631025	5.767066
11254	-28.66805	9.590281	3.972425
11255	-28.66805	10.18099	2.025125
11256	-28.66805	10.38045	2.94E-15
11257	-28.66805	10.18099	-2.025125
11258	-28.66805	9.590281	-3.972425
11259	-28.66805	8.631025	-5.767066
11260	-28.66805	7.340084	-7.340084
11261	-28.66805	5.767066	-8.631025
11262	-28.66805	3.972425	-9.590281
11263	-28.66805	2.025125	-10.18099
11264	-26.7458	-1.912073	-9.61264
11265	-26.7458	-3.750666	-9.05491
11266	-26.7458	-5.445124	-8.149203
11267	-26.7458	-6.930328	-6.930328
11268	-26.7458	-8.149203	-5.445124
11269	-26.7458	-9.05491	-3.750666
11270	-26.7458	-9.61264	-1.912073
11271	-26.7458	-9.800963	-3.75E-15
11272	-26.7458	-9.61264	1.912073
11273	-26.7458	-9.05491	3.750666
11274	-26.7458	-8.149203	5.445124
11275	-26.7458	-6.930328	6.930328
11276	-26.7458	-5.445124	8.149203
11277	-26.7458	-3.750666	9.05491
11278	-26.7458	-1.912073	9.61264
11279	-26.7458	0	9.800963
11280	-26.7458	1.912073	9.61264
11281	-26.7458	3.750666	9.05491
11282	-26.7458	5.445124	8.149203
11283	-26.7458	6.930328	6.930328
11284	-26.7458	8.149203	5.445124
11285	-26.7458	9.05491	3.750666
11286	-26.7458	9.61264	1.912073
11287	-26.7458	9.800963	2.78E-15
11288	-26.7458	9.61264	-1.912073
11289	-26.7458	9.05491	-3.750666
11290	-26.7458	8.149203	-5.445124
11291	-26.7458	6.930328	-6.930328
11292	-26.7458	5.445124	-8.149203
11293	-26.7458	3.750666	-9.05491
11294	-26.7458	1.912073	-9.61264
11295	-24.81184	-1.806889	-9.083844
11296	-24.81184	-3.54434	-8.556794
11297	-24.81184	-5.145584	-7.700911
11298	-24.81184	-6.549087	-6.549087
11299	-24.81184	-7.700911	-5.145584
11300	-24.81184	-8.556794	-3.54434
11301	-24.81184	-9.083844	-1.806889
11302	-24.81184	-9.261807	-3.55E-15
11303	-24.81184	-9.083844	1.806889
11304	-24.81184	-8.556794	3.54434
11305	-24.81184	-7.700911	5.145584
11306	-24.81184	-6.549087	6.549087
11307	-24.81184	-5.145584	7.700911
11308	-24.81184	-3.54434	8.556794
11309	-24.81184	-1.806889	9.083844
11310	-24.81184	0	9.261807
11311	-24.81184	1.806889	9.083844
11312	-24.81184	3.54434	8.556794
11313	-24.81184	5.145584	7.700911
11314	-24.81184	6.549087	6.549087
11315	-24.81184	7.700911	5.145584
11316	-24.81184	8.556794	3.54434
11317	-24.81184	9.083844	1.806889
11318	-24.81184	9.261807	2.62E-15
11319	-24.81184	9.083844	-1.806889
11320	-24.81184	8.556794	-3.54434
11321	-24.81184	7.700911	-5.145584
11322	-24.81184	6.549087	-6.549087
11323	-24.81184	5.145584	-7.700911
11324	-24.81184	3.54434	-8.556794
11325	-24.81184	1.806889	-9.083844
11326	-22.86704	-1.709618	-8.59483
11327	-22.86704	-3.353536	-8.096152
11328	-22.86704	-4.86858	-7.286345
11329	-22.86704	-6.196527	-6.196527
11330	-22.86704	-7.286345	-4.86858
11331	-22.86704	-8.096152	-3.353536
11332	-22.86704	-8.59483	-1.709618
11333	-22.86704	-8.763212	-3.36E-15
11334	-22.86704	-8.59483	1.709618
11335	-22.86704	-8.096152	3.353536
11336	-22.86704	-7.286345	4.86858
11337	-22.86704	-6.196527	6.196527
11338	-22.86704	-4.86858	7.286345
11339	-22.86704	-3.353536	8.096152
11340	-22.86704	-1.709618	8.59483
11341	-22.86704	0	8.763212
11342	-22.86704	1.709618	8.59483
11343	-22.86704	3.353536	8.096152
11344	-22.86704	4.86858	7.286345
11345	-22.86704	6.196527	6.196527
11346	-22.86704	7.286345	4.86858
11347	-22.86704	8.096152	3.353536
11348	-22.86704	8.59483	1.709618
11349	-22.86704	8.763212	2.48E-15
11350	-22.86704	8.59483	-1.709618
11351	-22.86704	8.096152	-3.353536
11352	-22.86704	7.286345	-4.86858
11353	-22.86704	6.196527	-6.196527
11354	-22.86704	4.86858	-7.286345
11355	-22.86704	3.353536	-8.096152
11356	-22.86704	1.709618	-8.59483
11357	-20.91223	-1.620303	-8.145811
11358	-20.91223	-3.178338	-7.673186
11359	-20.91223	-4.614231	-6.905685
11360	-20.91223	-5.872802	-5.872802
11361	-20.91223	-6.905685	-4.614231
11362	-20.91223	-7.673186	-3.178338
11363	-20.91223	-8.145811	-1.620303
11364	-20.91223	-8.305397	-3.18E-15
11365	-20.91223	-8.145811	1.620303
11366	-20.91223	-7.673186	3.178338
11367	-20.91223	-6.905685	4.614231
11368	-20.91223	-5.872802	5.872802
11369	-20.91223	-4.614231	6.905685
11370	-20.91223	-3.178338	7.673186
11371	-20.91223	-1.620303	8.145811
11372	-20.91223	0	8.305397
11373	-20.91223	1.620303	8.145811
11374	-20.91223	3.178338	7.673186
11375	-20.91223	4.614231	6.905685
11376	-20.91223	5.872802	5.872802
11377	-20.91223	6.905685	4.614231
11378	-20.91223	7.673186	3.178338
11379	-20.91223	8.145811	1.620303
11380	-20.91223	8.305397	2.35E-15
11381	-20.91223	8.145811	-1.620303
11382	-20.91223	7.673186	-3.178338
11383	-20.91223	6.905685	-4.614231
11384	-20.91223	5.872802	-5.872802
11385	-20.91223	4.614231	-6.905685
11386	-20.91223	3.178338	-7.673186
11387	-20.91223	1.620303	-8.145811
11388	-18.94828	-1.538982	-7.736985
11389	-18.94828	-3.018822	-7.288081
11390	-18.94828	-4.38265	-6.559099
11391	-18.94828	-5.578055	-5.578055
11392	-18.94828	-6.559099	-4.38265
11393	-18.94828	-7.288081	-3.018822
11394	-18.94828	-7.736985	-1.538982
11395	-18.94828	-7.888562	-3.02E-15
11396	-18.94828	-7.736985	1.538982
11397	-18.94828	-7.288081	3.018822
11398	-18.94828	-6.559099	4.38265
11399	-18.94828	-5.578055	5.578055
11400	-18.94828	-4.38265	6.559099
11401	-18.94828	-3.018822	7.288081
11402	-18.94828	-1.538982	7.736985
11403	-18.94828	0	7.888562
11404	-18.94828	1.538982	7.736985
11405	-18.94828	3.018822	7.288081
11406	-18.94828	4.38265	6.559099
11407	-18.94828	5.578055	5.578055
11408	-18.94828	6.559099	4.38265
11409	-18.94828	7.288081	3.018822
11410	-18.94828	7.736985	1.538982
11411	-18.94828	7.888562	2.23E-15
11412	-18.94828	7.736985	-1.538982
11413	-18.94828	7.288081	-3.018822
11414	-18.94828	6.559099	-4.38265
11415	-18.94828	5.578055	-5.578055
11416	-18.94828	4.38265	-6.559099
11417	-18.94828	3.018822	-7.288081
11418	-18.94828	1.538982	-7.736985
11419	-16.97603	-1.465692	-7.36853
11420	-16.97603	-2.875058	-6.941004
11421	-16.97603	-4.173937	-6.246738
11422	-16.97603	-5.312414	-5.312414
11423	-16.97603	-6.246738	-4.173937
11424	-16.97603	-6.941004	-2.875058
11425	-16.97603	-7.36853	-1.465692
11426	-16.97603	-7.512888	-2.88E-15
11427	-16.97603	-7.36853	1.465692
11428	-16.97603	-6.941004	2.875058
11429	-16.97603	-6.246738	4.173937
11430	-16.97603	-5.312414	5.312414
11431	-16.97603	-4.173937	6.246738
11432	-16.97603	-2.875058	6.941004
11433	-16.97603	-1.465692	7.36853
11434	-16.97603	0	7.512888
11435	-16.97603	1.465692	7.36853
11436	-16.97603	2.875058	6.941004
11437	-16.97603	4.173937	6.246738
11438	-16.97603	5.312414	5.312414
11439	-16.97603	6.246738	4.173937
11440	-16.97603	6.941004	2.875058
11441	-16.97603	7.36853	1.465692
11442	-16.97603	7.512888	2.13E-15
11443	-16.97603	7.36853	-1.465692
11444	-16.97603	6.941004	-2.875058
11445	-16.97603	6.246738	-4.173937
11446	-16.97603	5.312414	-5.312414
11447	-16.97603	4.173937	-6.246738
11448	-16.97603	2.875058	-6.941004
11449	-16.97603	1.465692	-7.36853
11450	-14.99637	-1.400464	-7.040608
11451	-14.99637	-2.747109	-6.632108
11452	-14.99637	-3.988184	-5.96874
11453	-14.99637	-5.075995	-5.075995
11454	-14.99637	-5.96874	-3.988184
11455	-14.99637	-6.632108	-2.747109
11456	-14.99637	-7.040608	-1.400464
11457	-14.99637	-7.178542	-2.75E-15
11458	-14.99637	-7.040608	1.400464
11459	-14.99637	-6.632108	2.747109
11460	-14.99637	-5.96874	3.988184
11461	-14.99637	-5.075995	5.075995
11462	-14.99637	-3.988184	5.96874
11463	-14.99637	-2.747109	6.632108
11464	-14.99637	-1.400464	7.040608
11465	-14.99637	0	7.178542
11466	-14.99637	1.400464	7.040608
11467	-14.99637	2.747109	6.632108
11468	-14.99637	3.988184	5.96874
11469	-14.99637	5.075995	5.075995
11470	-14.99637	5.96874	3.988184
11471	-14.99637	6.632108	2.747109
11472	-14.99637	7.040608	1.400464
11473	-14.99637	7.178542	2.03E-15
11474	-14.99637	7.040608	-1.400464
11475	-14.99637	6.632108	-2.747109
11476	-14.99637	5.96874	-3.988184
11477	-14.99637	5.075995	-5.075995
11478	-14.99637	3.988184	-5.96874
11479	-14.99637	2.747109	-6.632108
11480	-14.99637	1.400464	-7.040608
11481	-13.01014	-1.343327	-6.753362
11482	-13.01014	-2.635031	-6.361527
11483	-13.01014	-3.825472	-5.725224
11484	-13.01014	-4.868902	-4.868902
11485	-13.01014	-5.725224	-3.825472
11486	-13.01014	-6.361527	-2.635031
11487	-13.01014	-6.753362	-1.343327
11488	-13.01014	-6.885668	-2.64E-15
11489	-13.01014	-6.753362	1.343327
11490	-13.01014	-6.361527	2.635031
11491	-13.01014	-5.725224	3.825472
11492	-13.01014	-4.868902	4.868902
11493	-13.01014	-3.825472	5.725224
11494	-13.01014	-2.635031	6.361527
11495	-13.01014	-1.343327	6.753362
11496	-13.01014	0	6.885668
11497	-13.01014	1.343327	6.753362
11498	-13.01014	2.635031	6.361527
11499	-13.01014	3.825472	5.725224
11500	-13.01014	4.868902	4.868902
11501	-13.01014	5.725224	3.825472
11502	-13.01014	6.361527	2.635031
11503	-13.01014	6.753362	1.343327
11504	-13.01014	6.885668	1.95E-15
11505	-13.01014	6.753362	-1.343327
11506	-13.01014	6.361527	-2.635031
11507	-13.01014	5.725224	-3.825472
11508	-13.01014	4.868902	-4.868902
11509	-13.01014	3.825472	-5.725224
11510	-13.01014	2.635031	-6.361527
11511	-13.01014	1.343327	-6.753362
11512	-11.01823	-1.294306	-6.506917
11513	-11.01823	-2.538873	-6.129382
11514	-11.01823	-3.685872	-5.516297
11515	-11.01823	-4.691226	-4.691226
11516	-11.01823	-5.516297	-3.685872
11517	-11.01823	-6.129382	-2.538873
11518	-11.01823	-6.506917	-1.294306
11519	-11.01823	-6.634395	-2.54E-15
11520	-11.01823	-6.506917	1.294306
11521	-11.01823	-6.129382	2.538873
11522	-11.01823	-5.516297	3.685872
11523	-11.01823	-4.691226	4.691226
11524	-11.01823	-3.685872	5.516297
11525	-11.01823	-2.538873	6.129382
11526	-11.01823	-1.294306	6.506917
11527	-11.01823	0	6.634395
11528	-11.01823	1.294306	6.506917
11529	-11.01823	2.538873	6.129382
11530	-11.01823	3.685872	5.516297
11531	-11.01823	4.691226	4.691226
11532	-11.01823	5.516297	3.685872
11533	-11.01823	6.129382	2.538873
11534	-11.01823	6.506917	1.294306
11535	-11.01823	6.634395	1.88E-15
11536	-11.01823	6.506917	-1.294306
11537	-11.01823	6.129382	-2.538873
11538	-11.01823	5.516297	-3.685872
11539	-11.01823	4.691226	-4.691226
11540	-11.01823	3.685872	-5.516297
11541	-11.01823	2.538873	-6.129382
11542	-11.01823	1.294306	-6.506917
11543	-9.021492	-1.253423	-6.301381
11544	-9.021492	-2.458677	-5.935771
11545	-9.021492	-3.569446	-5.342053
11546	-9.021492	-4.543043	-4.543043
11547	-9.021492	-5.342053	-3.569446
11548	-9.021492	-5.935771	-2.458677
11549	-9.021492	-6.301381	-1.253423
11550	-9.021492	-6.424832	-2.46E-15
11551	-9.021492	-6.301381	1.253423
11552	-9.021492	-5.935771	2.458677
11553	-9.021492	-5.342053	3.569446
11554	-9.021492	-4.543043	4.543043
11555	-9.021492	-3.569446	5.342053
11556	-9.021492	-2.458677	5.935771
11557	-9.021492	-1.253423	6.301381
11558	-9.021492	0	6.424832
11559	-9.021492	1.253423	6.301381
11560	-9.021492	2.458677	5.935771
11561	-9.021492	3.569446	5.342053
11562	-9.021492	4.543043	4.543043
11563	-9.021492	5.342053	3.569446
11564	-9.021492	5.935771	2.458677
11565	-9.021492	6.301381	1.253423
11566	-9.021492	6.424832	1.82E-15
11567	-9.021492	6.301381	-1.253423
11568	-9.021492	5.935771	-2.458677
11569	-9.021492	5.342053	-3.569446
11570	-9.021492	4.543043	-4.543043
11571	-9.021492	3.569446	-5.342053
11572	-9.021492	2.458677	-5.935771
11573	-9.021492	1.253423	-6.301381
11574	-7.020811	-1.220694	-6.136844
11575	-7.020811	-2.394478	-5.780781
11576	-7.020811	-3.476243	-5.202566
11577	-7.020811	-4.424418	-4.424418
11578	-7.020811	-5.202566	-3.476243
11579	-7.020811	-5.780781	-2.394478
11580	-7.020811	-6.136844	-1.220694
11581	-7.020811	-6.257072	-2.40E-15
11582	-7.020811	-6.136844	1.220694
11583	-7.020811	-5.780781	2.394478
11584	-7.020811	-5.202566	3.476243
11585	-7.020811	-4.424418	4.424418
11586	-7.020811	-3.476243	5.202566
11587	-7.020811	-2.394478	5.780781
11588	-7.020811	-1.220694	6.136844
11589	-7.020811	0	6.257072
11590	-7.020811	1.220694	6.136844
11591	-7.020811	2.394478	5.780781
11592	-7.020811	3.476243	5.202566
11593	-7.020811	4.424418	4.424418
11594	-7.020811	5.202566	3.476243
11595	-7.020811	5.780781	2.394478
11596	-7.020811	6.136844	1.220694
11597	-7.020811	6.257072	1.77E-15
11598	-7.020811	6.136844	-1.220694
11599	-7.020811	5.780781	-2.394478
11600	-7.020811	5.202566	-3.476243
11601	-7.020811	4.424418	-4.424418
11602	-7.020811	3.476243	-5.202566
11603	-7.020811	2.394478	-5.780781
11604	-7.020811	1.220694	-6.136844
11605	-5.017059	-1.196135	-6.013379
11606	-5.017059	-2.346304	-5.664479
11607	-5.017059	-3.406306	-5.097897
11608	-5.017059	-4.335404	-4.335404
11609	-5.017059	-5.097897	-3.406306
11610	-5.017059	-5.664479	-2.346304
11611	-5.017059	-6.013379	-1.196135
11612	-5.017059	-6.131188	-2.35E-15
11613	-5.017059	-6.013379	1.196135
11614	-5.017059	-5.664479	2.346304
11615	-5.017059	-5.097897	3.406306
11616	-5.017059	-4.335404	4.335404
11617	-5.017059	-3.406306	5.097897
11618	-5.017059	-2.346304	5.664479
11619	-5.017059	-1.196135	6.013379
11620	-5.017059	0	6.131188
11621	-5.017059	1.196135	6.013379
11622	-5.017059	2.346304	5.664479
11623	-5.017059	3.406306	5.097897
11624	-5.017059	4.335404	4.335404
11625	-5.017059	5.097897	3.406306
11626	-5.017059	5.664479	2.346304
11627	-5.017059	6.013379	1.196135
11628	-5.017059	6.131188	1.74E-15
11629	-5.017059	6.013379	-1.196135
11630	-5.017059	5.664479	-2.346304
11631	-5.017059	5.097897	-3.406306
11632	-5.017059	4.335404	-4.335404
11633	-5.017059	3.406306	-5.097897
11634	-5.017059	2.346304	-5.664479
11635	-5.017059	1.196135	-6.013379
11636	-3.011114	-1.179757	-5.931039
11637	-3.011114	-2.314177	-5.586916
11638	-3.011114	-3.359663	-5.028092
11639	-3.011114	-4.276041	-4.276041
11640	-3.011114	-5.028092	-3.359663
11641	-3.011114	-5.586916	-2.314177
11642	-3.011114	-5.931039	-1.179757
11643	-3.011114	-6.047235	-2.32E-15
11644	-3.011114	-5.931039	1.179757
11645	-3.011114	-5.586916	2.314177
11646	-3.011114	-5.028092	3.359663
11647	-3.011114	-4.276041	4.276041
11648	-3.011114	-3.359663	5.028092
11649	-3.011114	-2.314177	5.586916
11650	-3.011114	-1.179757	5.931039
11651	-3.011114	0	6.047235
11652	-3.011114	1.179757	5.931039
11653	-3.011114	2.314177	5.586916
11654	-3.011114	3.359663	5.028092
11655	-3.011114	4.276041	4.276041
11656	-3.011114	5.028092	3.359663
11657	-3.011114	5.586916	2.314177
11658	-3.011114	5.931039	1.179757
11659	-3.011114	6.047235	1.71E-15
11660	-3.011114	5.931039	-1.179757
11661	-3.011114	5.586916	-2.314177
11662	-3.011114	5.028092	-3.359663
11663	-3.011114	4.276041	-4.276041
11664	-3.011114	3.359663	-5.028092
11665	-3.011114	2.314177	-5.586916
11666	-3.011114	1.179757	-5.931039
11667	-1.003851	-1.171566	-5.88986
11668	-1.003851	-2.298109	-5.548126
11669	-1.003851	-3.336337	-4.993182
11670	-1.003851	-4.246352	-4.246352
11671	-1.003851	-4.993182	-3.336337
11672	-1.003851	-5.548126	-2.298109
11673	-1.003851	-5.88986	-1.171566
11674	-1.003851	-6.005249	-2.30E-15
11675	-1.003851	-5.88986	1.171566
11676	-1.003851	-5.548126	2.298109
11677	-1.003851	-4.993182	3.336337
11678	-1.003851	-4.246352	4.246352
11679	-1.003851	-3.336337	4.993182
11680	-1.003851	-2.298109	5.548126
11681	-1.003851	-1.171566	5.88986
11682	-1.003851	0	6.005249
11683	-1.003851	1.171566	5.88986
11684	-1.003851	2.298109	5.548126
11685	-1.003851	3.336337	4.993182
11686	-1.003851	4.246352	4.246352
11687	-1.003851	4.993182	3.336337
11688	-1.003851	5.548126	2.298109
11689	-1.003851	5.88986	1.171566
11690	-1.003851	6.005249	1.70E-15
11691	-1.003851	5.88986	-1.171566
11692	-1.003851	5.548126	-2.298109
11693	-1.003851	4.993182	-3.336337
11694	-1.003851	4.246352	-4.246352
11695	-1.003851	3.336337	-4.993182
11696	-1.003851	2.298109	-5.548126
11697	-1.003851	1.171566	-5.88986
11698	1.003851	-1.171566	-5.88986
11699	1.003851	-2.298109	-5.548126
11700	1.003851	-3.336337	-4.993182
11701	1.003851	-4.246352	-4.246352
11702	1.003851	-4.993182	-3.336337
11703	1.003851	-5.548126	-2.298109
11704	1.003851	-5.88986	-1.171566
11705	1.003851	-6.005249	-2.30E-15
11706	1.003851	-5.88986	1.171566
11707	1.003851	-5.548126	2.298109
11708	1.003851	-4.993182	3.336337
11709	1.003851	-4.246352	4.246352
11710	1.003851	-3.336337	4.993182
11711	1.003851	-2.298109	5.548126
11712	1.003851	-1.171566	5.88986
11713	1.003851	0	6.005249
11714	1.003851	1.171566	5.88986
11715	1.003851	2.298109	5.548126
11716	1.003851	3.336337	4.993182
11717	1.003851	4.246352	4.246352
11718	1.003851	4.993182	3.336337
11719	1.003851	5.548126	2.298109
11720	1.003851	5.88986	1.171566
11721	1.003851	6.005249	1.70E-15
11722	1.003851	5.88986	-1.171566
11723	1.003851	5.548126	-2.298109
11724	1.003851	4.993182	-3.336337
11725	1.003851	4.246352	-4.246352
11726	1.003851	3.336337	-4.993182
11727	1.003851	2.298109	-5.548126
11728	1.003851	1.171566	-5.88986
11729	3.011114	-1.179757	-5.931039
11730	3.011114	-2.314177	-5.586916
11731	3.011114	-3.359663	-5.028092
11732	3.011114	-4.276041	-4.276041
11733	3.011114	-5.028092	-3.359663
11734	3.011114	-5.586916	-2.314177
11735	3.011114	-5.931039	-1.179757
11736	3.011114	-6.047235	-2.32E-15
11737	3.011114	-5.931039	1.179757
11738	3.011114	-5.586916	2.314177
11739	3.011114	-5.028092	3.359663
11740	3.011114	-4.276041	4.276041
11741	3.011114	-3.359663	5.028092
11742	3.011114	-2.314177	5.586916
11743	3.011114	-1.179757	5.931039
11744	3.011114	0	6.047235
11745	3.011114	1.179757	5.931039
11746	3.011114	2.314177	5.586916
11747	3.011114	3.359663	5.028092
11748	3.011114	4.276041	4.276041
11749	3.011114	5.028092	3.359663
11750	3.011114	5.586916	2.314177
11751	3.011114	5.931039	1.179757
11752	3.011114	6.047235	1.71E-15
11753	3.011114	5.931039	-1.179757
11754	3.011114	5.586916	-2.314177
11755	3.011114	5.028092	-3.359663
11756	3.011114	4.276041	-4.276041
11757	3.011114	3.359663	-5.028092
11758	3.011114	2.314177	-5.586916
11759	3.011114	1.179757	-5.931039
11760	5.017059	-1.196135	-6.013379
11761	5.017059	-2.346304	-5.664479
11762	5.017059	-3.406306	-5.097897
11763	5.017059	-4.335404	-4.335404
11764	5.017059	-5.097897	-3.406306
11765	5.017059	-5.664479	-2.346304
11766	5.017059	-6.013379	-1.196135
11767	5.017059	-6.131188	1.74E-15
11768	5.017059	-6.013379	1.196135
11769	5.017059	-5.664479	2.346304
11770	5.017059	-5.097897	3.406306
11771	5.017059	-4.335404	4.335404
11772	5.017059	-3.406306	5.097897
11773	5.017059	-2.346304	5.664479
11774	5.017059	-1.196135	6.013379
11775	5.017059	0	6.131188
11776	5.017059	1.196135	6.013379
11777	5.017059	2.346304	5.664479
11778	5.017059	3.406306	5.097897
11779	5.017059	4.335404	4.335404
11780	5.017059	5.097897	3.406306
11781	5.017059	5.664479	2.346304
11782	5.017059	6.013379	1.196135
11783	5.017059	6.131188	1.74E-15
11784	5.017059	6.013379	-1.196135
11785	5.017059	5.664479	-2.346304
11786	5.017059	5.097897	-3.406306
11787	5.017059	4.335404	-4.335404
11788	5.017059	3.406306	-5.097897
11789	5.017059	2.346304	-5.664479
11790	5.017059	1.196135	-6.013379
11791	7.020811	-1.220694	-6.136844
11792	7.020811	-2.394478	-5.780781
11793	7.020811	-3.476243	-5.202566
11794	7.020811	-4.424418	-4.424418
11795	7.020811	-5.202566	-3.476243
11796	7.020811	-5.780781	-2.394478
11797	7.020811	-6.136844	-1.220694
11798	7.020811	-6.257072	-2.40E-15
11799	7.020811	-6.136844	1.220694
11800	7.020811	-5.780781	2.394478
11801	7.020811	-5.202566	3.476243
11802	7.020811	-4.424418	4.424418
11803	7.020811	-3.476243	5.202566
11804	7.020811	-2.394478	5.780781
11805	7.020811	-1.220694	6.136844
11806	7.020811	0	6.257072
11807	7.020811	1.220694	6.136844
11808	7.020811	2.394478	5.780781
11809	7.020811	3.476243	5.202566
11810	7.020811	4.424418	4.424418
11811	7.020811	5.202566	3.476243
11812	7.020811	5.780781	2.394478
11813	7.020811	6.136844	1.220694
11814	7.020811	6.257072	1.77E-15
11815	7.020811	6.136844	-1.220694
11816	7.020811	5.780781	-2.394478
11817	7.020811	5.202566	-3.476243
11818	7.020811	4.424418	-4.424418
11819	7.020811	3.476243	-5.202566
11820	7.020811	2.394478	-5.780781
11821	7.020811	1.220694	-6.136844
11822	9.021492	-1.253423	-6.301381
11823	9.021492	-2.458677	-5.935771
11824	9.021492	-3.569446	-5.342053
11825	9.021492	-4.543043	-4.543043
11826	9.021492	-5.342053	-3.569446
11827	9.021492	-5.935771	-2.458677
11828	9.021492	-6.301381	-1.253423
11829	9.021492	-6.424832	-2.46E-15
